,line_name,alert_ids,full_text,start_time,end_time,reasons_set,mins_delay,reason_0,reason_1
254,CR-Kingston,466200, Kingston Line Train 057 (4:33 pm from South Station) is stopped at Whitman due to fire department activity and is currently 10-20 minutes behind schedule. Kingston Line Train 057 (4:33 pm from South Station) is stopped at Whitman due to fire department activity and is currently 20-30 minutes behind schedule. Kingston Line Train 057 (4:33 pm from South Station) is stopped at Whitman due to fire department activity and is currently 40-50 minutes behind schedule. Kingston Line Train 057 (4:33 pm from South Station) remains before Hanson due to fire department activity and is approximately 1 hour 15 minutes behind schedule. Kingston Line Train 057 (4:33 pm from South Station) remains stopped before Hanson due to fire department activity and is approximately 1 hour 30 minutes behind schedule. Kingston Line Train 057 (4:33 pm from South Station) is now operating approximately 1 hour 40 minutes behind schedule between Whitman and Kingston due to earlier fire department activity.,2022-10-07 17:18:35,2022-10-07 20:00:00,None,40,,
255,CR-Kingston,466207, Kingston Line Train 060 (6:22 pm from Kingston) is expected to depart Kingston at least 20 minutes behind schedule due to fire department activity. Kingston Line Train 060 (6:22 pm from Kingston) is expected to depart Kingston at least 45 minutes behind schedule due to fire department activity. Kingston Line Train 060 (6:22 pm from Kingston) is expected to depart Kingston 45-55 minutes behind schedule due to fire department activity. Kingston Line Train 060 (6:22 pm from Kingston) has departed Kingston and is operating approximately 1 hour behind schedule due to earlier fire department activity. Kingston Line Train 060 (6:22 pm from Kingston) has departed Kingston and is operating approximately 1 hour behind schedule due to earlier fire department activity.,2022-10-07 18:22:00,2022-10-07 21:29:00,None,45-55,,
256,CR-Kingston,466208, Kingston Line Train 055 (3:33 pm from South Station) has been terminated at Hanson today due to fire department activity. Passengers will be accommodated by Train 057 (4:33 pm from South Station) for continued outbound service.,2022-10-07 17:37:52,2022-10-07 18:00:00,None,,,
257,CR-Kingston,466222, Kingston Line Train 059 (5:33 pm from South Station) is stopped before Abington due to train traffic and is currently 15-25 minutes behind schedule. Kingston Line Train 059 (5:33 pm from South Station) remains stopped before Abington due to train traffic and is currently 40-50 minutes behind schedule. Kingston Line Train 059 (5:33 pm from South Station) remains stopped before Abington due to train traffic and is currently 55-65 minutes behind schedule. Kingston Line Train 059 (5:33 pm from South Station) is operating approximately 1 hour behind schedule between Abington and Kingston due to earlier fire department activity.,2022-10-07 18:19:02,2022-10-07 20:00:00,{'train traffic'},55-65,train traffic,
258,CR-Kingston,466231, Kingston Line Train 061 (6:45 pm from South Station) has not yet departed South Station due to ongoing delays on the Kingston Line and is currently 30-40 minutes behind schedule. Kingston Line Train 061 (6:45 pm from South Station) remains at South Station due to ongoing delays on the Kingston Line and is currently 45-55 minutes behind schedule. Kingston Line Train 061 (6:45 pm from South Station) remains at South Station due to ongoing delays on the Kingston Line and is currently 45-55 minutes behind schedule.,2022-10-07 19:20:07,2022-10-07 20:45:00,None,45-55,,
259,CR-Kingston,466237, Kingston Line Train 061 (6:45 pm from South Station) has been cancelled today due to ongoing delays on the Kingston Line. The next train to Kingston will be Train 063 (8:45 pm from South Station).,2022-10-07 19:38:34,2022-10-07 20:45:00,None,,,
260,CR-Kingston,466238, Kingston Line Train 062 (8:12 pm from Kingston) is cancelled today due to earlier fire department activity. The next inbound will be Train 064 (10:22 pm from Kingston).,2022-10-07 20:12:00,2022-10-07 22:09:00,None,,,
261,CR-Kingston,466248, Kingston Line Train 063 (8:45 pm from South Station) is expected to depart South Station 5-15 minutes behind schedule due to ongoing delays ongoing delays on the Kingston and Middleborough Lines. Kingston Line Train 063 (8:45 pm from South Station) is expected to depart South Station 5-15 minutes behind schedule due to ongoing delays on the Kingston and Middleborough Lines. Kingston Line Train 063 (8:45 pm from South Station) remains at South Station due to ongoing delays on the Kingston and Middleborough Lines and is currently 20-30 minutes behind schedule. Kingston Line Train 063 (8:45 pm from South Station) has departed South Station and is 30-35 minutes behind schedule due to ongoing delays on the Kingston and Middleborough Lines.,2022-10-07 20:46:14,2022-10-07 22:44:00,None,30-35,,
262,CR-Kingston,466264, Kingston Line Train 064 (10:22 pm from Kingston) is expected to depart Kingston 5-15 minutes behind schedule due to the late arrival of Train 063. Kingston Line Train 064 (10:22 pm from Kingston) has departed Kingston and is operating near schedule.,2022-10-07 22:22:00,2022-10-07 23:58:00,{'late arrival of train'},5-15,late arrival of train,
263,CR-Fitchburg,465377," The new Fall/Winter Commuter Rail schedules go into effect on Monday, October 17th. Visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-03 17:25:01,2022-10-17 02:30:00,None,,,
264,CR-Fitchburg,465621, Please board all Fitchburg Line trains on the outbound platform (Track 1) at Brandeis/Roberts until further notice. Please board all Fitchburg Line trains on the inbound platform (Track 2) at Brandeis/Roberts until further notice today.,2022-10-05 05:28:40,,None,,,
265,CR-Fitchburg,466058, Fitchburg Line Train 406 (7:25 am from Wachusett) is operating 5-15 minutes behind schedule between Ayer and North Station. Fitchburg Line Train 406 (7:25 am from Wachusett) is operating 5-15 minutes behind schedule between Ayer and North Station.,2022-10-07 08:09:45,2022-10-07 10:01:00,None,5-15,,
266,CR-Fitchburg,466078, Fitchburg Line Train 408 (8:25 am from Wachusett) is operating 5-15 minutes behind schedule between Ayer and North Station. Fitchburg Line Train 408 (8:25 am from Wachusett) is now operating 15-25 minutes behind schedule between Brandeis/Roberts and North Station due to train traffic.,2022-10-07 09:11:24,2022-10-07 10:59:00,{'train traffic'},15-25,train traffic,
267,CR-Fitchburg,466102, Fitchburg Line Train 412 (10:25 am from Wachusett) is operating 5-10 minutes behind schedule between Kendal Green and North Station,2022-10-07 11:39:50,2022-10-07 12:59:00,None,5-10,,
268,CR-Fitchburg,466155, Fitchburg Line Train 419 (2:30 pm from North Station) is operating 5-10 minutes behind schedule between West Concord and Wachusett.,2022-10-07 15:24:38,2022-10-07 17:07:00,None,5-10,,
269,CR-Fitchburg,466180, Fitchburg Line Train 421 (3:30 pm from North Station) is operating 5-10 minutes behind schedule between Lincoln and Wachusett.,2022-10-07 16:15:05,2022-10-07 18:08:00,None,5-10,,
270,CR-Fitchburg,466239, Fitchburg Line Train 430 (7:25 pm from Wachusett) is operating 5-15 minutes behind schedule between Fitchburg and North Station.,2022-10-07 19:47:54,2022-10-07 21:59:00,None,5-15,,
271,CR-Fitchburg,466241, Fitchburg Line Train 428 (6:25 pm from Wachusett) is operating 5-15 minutes behind schedule between Waverley and North Station.,2022-10-07 19:50:44,2022-10-07 20:59:00,None,5-15,,
272,CR-Haverhill,465377," The new Fall/Winter Commuter Rail schedules go into effect on Monday, October 17th. Visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-03 17:25:01,2022-10-17 02:30:00,None,,,
273,CR-Haverhill,466082, Haverhill Line Train 203 (8:10 am from North Station) is operating 5-10 minutes behind schedule between Lawrence and Haverhill.,2022-10-07 09:24:57,2022-10-07 10:22:00,None,5-10,,
274,CR-Lowell,465377," The new Fall/Winter Commuter Rail schedules go into effect on Monday, October 17th. Visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-03 17:25:01,2022-10-17 02:30:00,None,,,
275,CR-Lowell,466044, Lowell Line Train 302 (5:50 am from Lowell) has not departed Lowell and is 5-15 minutes behind schedule. Lowell Line Train 302 (5:50 am from Lowell) has departed Lowell and is operating 5-15 minutes behind schedule. Lowell Line Train 302 (5:50 am from Lowell) has departed Lowell and is operating 5-15 minutes behind schedule due to a mechanical issue.,2022-10-07 06:03:27,2022-10-07 07:34:00,{'mechanical issue'},5-15,mechanical issue,
276,CR-Lowell,466101, Lowell Line Train 316 (11:12 am from Lowell) is operating 10-20 minutes behind schedule between Lowell and North Station due to an unruly passenger.,2022-10-07 11:37:46,2022-10-07 12:55:00,None,10-20,,
277,CR-Needham,465238," From Monday, October 3rd through Friday, October 7th, Needham, Franklin/Foxboro, and Providence/Stoughton Line trains may experience delays up to 10-15 minutes due to ongoing work above the tracks and platform at Forest Hills.",2022-10-03 04:30:00,2022-10-08 02:30:00,None,10-15,,
278,CR-Needham,465377," The new Fall/Winter Commuter Rail schedules go into effect on Monday, October 17th. Visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-03 17:25:01,2022-10-17 02:30:00,None,,,
279,CR-Fairmount,465377," The new Fall/Winter Commuter Rail schedules go into effect on Monday, October 17th. Visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-03 17:25:01,2022-10-17 02:30:00,None,,,
280,CR-Franklin,465377," The new Fall/Winter Commuter Rail schedules go into effect on Monday, October 17th. Visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-03 17:25:01,2022-10-17 02:30:00,None,,,
281,CR-Franklin,466345, Franklin Line Train 1709 (2:45 pm from South Station) is operating 5-10 minutes behind schedule between Ruggles and Forge Park /495.,2022-10-08 15:07:00,2022-10-08 16:47:00,None,5-10,,
282,CR-Franklin,466382, Franklin Line Train 1713 (6:45 pm from South Station) is operating 5-15 minutes behind schedule between Islington and Forge Park.,2022-10-08 19:24:25,2022-10-08 20:47:00,None,5-15,,
283,CR-Greenbush,464776," On weekends, October 15th-16th and October 22nd-23rd, all Middleborough, Kingston & Greenbush trains will originate & terminate at Braintree to allow for track maintenance. Passengers will be accommodated by the Red Line between Braintree & South Station.",2022-09-29 12:00:09,2022-10-24 02:30:00,None,,,
284,CR-Greenbush,465377," The new Fall/Winter Commuter Rail schedules go into effect on Monday, October 17th. Visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-03 17:25:01,2022-10-17 02:30:00,None,,,
285,CR-Greenbush,466371, Greenbush Line Train 1080 (5:03 pm from Greenbush) is operating 5-10 minutes behind schedule between Quincy Center and South Station.,2022-10-08 17:57:34,2022-10-08 19:01:00,None,5-10,,
286,CR-Kingston,464776," On weekends, October 15th-16th and October 22nd-23rd, all Middleborough, Kingston & Greenbush trains will originate & terminate at Braintree to allow for track maintenance. Passengers will be accommodated by the Red Line between Braintree & South Station.",2022-09-29 12:00:09,2022-10-24 02:30:00,None,,,
287,CR-Kingston,465377," The new Fall/Winter Commuter Rail schedules go into effect on Monday, October 17th. Visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-03 17:25:01,2022-10-17 02:30:00,None,,,
288,CR-Kingston,466374, Kingston Line Train 1053 (6:20 pm from South Station) has not yet departed South Station and is 5-15 minutes behind schedule. Kingston Line Train 1053 (6:20 pm from South Station) has departed South Station and is 5-15 minutes behind schedule.,2022-10-08 18:22:39,2022-10-08 20:17:00,None,5-15,,
289,CR-Fitchburg,465377," The new Fall/Winter Commuter Rail schedules go into effect on Monday, October 17th. Visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-03 17:25:01,2022-10-17 02:30:00,None,,,
290,CR-Fitchburg,466276, Please board all Fitchburg Line trains on the outbound platform (Track 1) at Brandeis/Roberts today.,2022-10-08 07:51:45,2022-10-09 04:24:36,None,,,
291,CR-Fitchburg,466344, Fitchburg Line Train 1408 (2:00 pm from Wachusett) is operating 5-10 minutes behind schedule between Concord and North Station,2022-10-08 15:04:35,2022-10-08 16:34:00,None,5-10,,
292,CR-Fitchburg,466359, Fitchburg Line Train 1410 (4:00 pm from Wachusett) is operating 5-10 minutes behind schedule between Fitchburg and North Station.,2022-10-08 16:20:15,2022-10-08 18:34:00,None,5-10,,
293,CR-Haverhill,465377," The new Fall/Winter Commuter Rail schedules go into effect on Monday, October 17th. Visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-03 17:25:01,2022-10-17 02:30:00,None,,,
294,CR-Haverhill,466317, Haverhill Line Train 1206 (12:35 pm from Haverhill) is operating 5-15 minutes late between Andover and North Station.,2022-10-08 13:11:54,2022-10-08 14:43:00,None,5-15,,
295,CR-Lowell,465377," The new Fall/Winter Commuter Rail schedules go into effect on Monday, October 17th. Visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-03 17:25:01,2022-10-17 02:30:00,None,,,
296,CR-Lowell,466303, Lowell Line Train 1305 (10:30 am from North Station) is operating 5-10 minutes behind schedule between West Medford and Lowell.,2022-10-08 10:52:33,2022-10-08 12:15:00,None,5-10,,
297,CR-Needham,465377," The new Fall/Winter Commuter Rail schedules go into effect on Monday, October 17th. Visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-03 17:25:01,2022-10-17 02:30:00,None,,,
